REF_AREA,TIME_PERIOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,war_nextYear
AFG,1978,11.492500155643906,0.032022589963490326,-4.689312608991442,4.4536598877604545,-2.0058871801374045,-0.2749067936170201,0.7581227152141978,-2.069368986971591,-1.6489626552957903,-1.2827135222119115,0.49922855302401775,1.1835553129426553,0.11952155996973643,0.22987366295621128,0.021312430736181366,-0.19168402066738838,1
AFG,1979,11.730506095615995,0.06659754538902146,-4.915680684874374,4.431047002255722,-1.623832204345041,-0.24622400671138964,0.32198584572457395,-2.1111649007374447,-2.1884286329149116,-2.2627257522696564,-0.1567003715410473,1.023907962372656,0.378387145455879,0.10646205147305705,0.1749591942139522,-0.591007951021724,1
AFG,1980,11.921704823105172,0.12304368376782487,-5.168967172179595,4.544683297590576,-0.8028208478244009,-0.22996548045604304,-0.6301397677290053,-2.156871401373895,-3.6458486634185467,-4.5698864587848815,-1.7160528958380732,0.526265706015143,0.8174107308757461,-0.2347062541265958,0.3321335867029886,-1.6916898853434248,1
AFG,1981,12.0199636791258,0.2015743008934257,-5.499612667554757,4.88915973720178,0.7136883275509289,-0.19076204482675974,-2.3401346139091808,-2.2625592919374458,-6.352217944633321,-8.951253606973253,-4.5035282861787715,-0.3561537629452178,1.3686904713777595,-0.8068609600901613,0.26057627555207974,-3.6262581419067237,1
AFG,1982,12.151832069653581,0.17890895441039867,-6.0606383600068225,5.312197720969892,1.8773239199201253,0.07930078644938034,-3.0785950464526084,-2.6161123572514864,-6.920143769893436,-11.853790295606752,-5.2553682885920905,0.05863857659153759,0.6282077069739076,-0.6314171793920842,-1.03331157040261,-4.408387582674057,1
AFG,1983,12.450636577852185,0.14020526038968534,-6.372479207328184,5.361174058742699,2.229095733335971,0.3171679562507277,-2.9083253752423013,-2.8557148220985384,-6.120692514753434,-11.81101895946114,-4.500032117660763,0.7303243194399145,0.31546554496667495,-0.25756578769766636,-1.9669988167198664,-2.8214868814572,1
AFG,1984,13.120646873236305,0.041948889367804824,-7.004379399943295,5.6195620561927075,1.8682807116908149,0.44553881842977017,-1.543171942687092,-3.040254287548592,-3.5718580838172946,-9.071056676576253,-2.1289205868068297,2.1063347823553986,-0.02307747684212072,0.2578434818628287,-2.006863903437598,-0.7206666265774533,1
AFG,1985,13.935892067543636,-0.04224927285713631,-7.451082951155803,5.665398716096721,0.9277505300468756,0.40315042716415533,0.25549229850357325,-2.8918760225474176,-0.7377621676000987,-4.901016205378861,0.2526656548625232,3.301726191707402,-0.0290021360668942,0.6844694180453235,-1.0758235261378615,-0.045467620421345195,1
AFG,1986,14.348242518970304,0.01610191889231888,-7.107316199749213,5.114780891005817,0.5407215764843012,0.40687036075590366,0.5295111202867528,-2.459397957568942,-0.4420725009221053,-3.214080289557657,0.2692395755404722,3.0600899455634334,0.6962931649812418,0.5984780023249162,-0.19417348827513647,-0.36251361915184,1
AFG,1987,14.530533959017072,0.06849922459326911,-6.886173498187626,4.794202326760413,0.8401256798222668,0.4701457151476544,0.28693273461538754,-2.232276387545171,-0.7066438433290342,-3.2867191170815264,-0.15627339125090406,2.842957752786501,0.9831455789479173,0.5125726524998623,-0.13923814792584444,-0.6966661173894604,1
AFG,1988,14.238372737567873,0.12551510283042813,-5.94268085375955,3.7751433303382465,1.167048087353398,0.5619171488366798,-0.3330297744569986,-1.9030734457204026,-1.299611366076454,-3.429850704817143,-0.6144122603170851,2.279822169823823,1.0365738982646082,0.37193878169295036,-0.5226844221478175,-0.46588631696666055,1
AFG,1989,13.890599600574081,0.13377296002753997,-4.930000707013297,2.642988060021536,1.1625647486925534,0.5791934453070451,-0.4536186831059573,-1.57389232421225,-1.1519350451282044,-2.546204193186862,-0.33586342317294426,2.0365489229400326,0.7977583007912061,0.36701062695596054,-0.8333497274179493,-0.020251139062765284,1
AFG,1990,13.815554018372897,0.16656419462134112,-4.344792917138063,1.990971626589937,1.1758828796745595,0.5191802624627115,-0.5120940391246818,-1.283660084965304,-1.409352016124683,-2.066458218285884,-0.5359302559726837,1.713474893774087,1.0296953175767924,0.21015979871012114,-0.6024139939174823,-0.0649461291144799,1
AFG,1991,13.71080724109164,0.1723518283494347,-3.800211826495868,1.3293401878861337,0.9878015087023657,0.5037069201749613,-0.2842567393035677,-1.0141792757690238,-1.1325754237736232,-1.302169953122407,-0.27087650078023656,1.7484658773872706,0.74912844619138,0.2735537426081466,-0.7492573195192735,-0.37045763138075005,1
AFG,1992,13.852351977568725,0.15598534665628214,-3.547168812365739,0.8066160632047241,0.25999073105929327,0.5906777135964566,0.7845604974028526,-0.8556499480055407,0.564618352574609,1.0831342783844864,1.3601074129118529,2.5120477987702396,0.24185589350153766,0.8058304930993052,-1.239984282414175,0.8243737437460987,1
AFG,1993,13.945765406855992,0.16274183498516445,-3.0119124877131074,-0.04549813362750887,-0.7555348561427033,0.559501971648391,1.8979892609598183,-0.5294849689366051,2.192415340236208,4.490240828724098,3.1870933830445907,2.897609079629902,0.24448680567894215,1.0905286961472003,-1.0779936146614193,2.864174830773396,1
AFG,1994,14.048202404150198,0.17705960421140673,-2.5276738618477297,-0.8040126011538102,-1.6663804456757294,0.34396022255251285,2.760768843565312,-0.03536743054582179,3.167887833049189,7.315856006919604,4.223138995818685,2.9299044669730323,0.41550118879616943,1.0295776036997757,-0.13783454114905594,3.095075563369986,1
AFG,1995,14.04629833108146,0.25041287366416604,-2.011461279579314,-1.5165788987303566,-2.193866623342175,0.1696334365074552,2.850074381523295,0.4989669839134365,2.7915353289756313,8.05149179260242,3.78199074867394,2.4586431078494195,0.6422978985882616,0.8295505418178442,0.5344429042431267,1.6499894117281932,1
AFG,1996,13.903104578580303,0.400991540700726,-1.6289433142904526,-1.9472302558564973,-1.843371551202973,0.15719508691159598,1.8033590636525925,0.8263036184945973,0.7690965287907632,5.850847774353262,1.9028062946343902,1.5645979772791634,1.0823578589972433,0.5038884681364022,0.3700337389977517,0.5005858961570973,1
AFG,1997,13.816503212400882,0.5248926956222224,-1.6457887577779837,-1.9597054983164575,-1.1398647348676259,0.20349272870366392,0.7100175153769882,0.9181006699827032,-1.0147329572307744,3.1290241700265224,0.38369978019144996,1.1175165889278593,1.2851310669211038,0.2644126308097138,-0.20404897395701194,0.19811745147440243,1
AFG,1998,13.781400270291078,0.584938360724987,-1.6593262627870293,-2.0812870156242202,-0.9229268960277106,0.21279339937839975,0.2637884623415855,1.0369048507761502,-1.6055312380038296,2.019152074080962,0.037000487697712095,1.2004024654218237,1.098756094169706,0.24418683098199634,-0.6446236617744037,0.08533917885346265,1
